Sentence,Sentiment,Cleaned_Sentence,word_count,char_count,label_encoded
"At the same time , sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg .",positive,at the same time sales development in russia was boosted by the opening of stockmann nevsky centre in st petersburg,20,115,2
"The Board of Directors proposes to the Shareholders ' Meeting on 18 March 2010 that the company would pay dividend for the financial year January 1 - December 31 , 2009 , EUR 0.02 per share .",neutral,the board of directors proposes to the shareholders meeting on march that the company would pay dividend for the financial year january december eur per share,26,158,1
RBS chairman admits surprise at size of regulatory penalties,negative,rbs chairman admits surprise at size of regulatory penalties,9,60,0
Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,neutral,ramirent finland is the domestic unit of machinery rental company ramirent oyj hel rmr v,15,88,1
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",neutral,like all other mechanical pipettors from biohit also proline plus is ce ivd marked and comes with a year warranty,20,113,1
The invention carries International Patent Publication No. .,neutral,the invention carries international patent publication no,7,57,1
"Blyk is launching first in the UK market in mid-2007 , with other markets to follow .",neutral,blyk is launching first in the uk market in mid with other markets to follow,15,76,1
Petrofac books further Â£30m cost for Shetland gas terminal delays,negative,petrofac books further m cost for shetland gas terminal delays,10,62,0
"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+ñnge , by the turn of the month March-April 2008 .",neutral,swedish engineering consultant firm etteplan is to establish a unit in town borl nge by the turn of the month march april,22,121,1
"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems .",positive,the agreement was signed with biohit healthcare ltd the uk based subsidiary of biohit oyj a finnish public company which develops manufactures and markets liquid handling products and diagnostic test systems,31,207,2
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,positive,finland s poyry energy has won a contract to advise builders of a new cogeneration power plant in lithuania s second biggest city of kaunas and to supervise the construction process,31,181,2
"@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!",negative,dlerch lol fmcn back under darn those shorts no chit sherlock,11,61,0
The total value of the deliveries is some EUR65m .,neutral,the total value of the deliveries is some eur m,10,47,1
"Also, BMO had just initiated $incy with an outperform yesterday, while several other firms all reiterated buy ratings.",positive,also bmo had just initiated incy with an outperform yesterday while several other firms all reiterated buy ratings,18,114,2
` Nordic infrastructure construction is one of our strategic growth areas .,neutral,nordic infrastructure construction is one of our strategic growth areas,10,71,1
These share transactions are part of the company 's strategy of relinquishing assets that are not part of its core business .,neutral,these share transactions are part of the company s strategy of relinquishing assets that are not part of its core business,21,122,1
"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .",neutral,companiesandmarkets com provides a wide range of research reports industry statistics and competitive intelligence on the industrial sector,18,139,1
"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia .",neutral,technopolis has finnish operations in oulu vantaa espoo lappeenranta jyvaskyla and tampere and is also preparing to expand its operations to russia,22,147,1
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",positive,eps from continuing operations came in at eur up from,10,53,2
"When open next year , it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat .",positive,when open next year it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat,27,144,2
"European stocks hover near 3-week low, Dialog and BHP slump",negative,european stocks hover near week low dialog and bhp slump,10,56,0
The value of the deal is estimated at between SEK25m and SEK50m .,neutral,the value of the deal is estimated at between sek m and sek m,14,61,1
"The company said that its investments in the new market areas resulted in sales increase in Sweden , Poland , Russia and Lithuania .",positive,the company said that its investments in the new market areas resulted in sales increase in sweden poland russia and lithuania,21,126,2
The output of the contracts totals 72 MWe .,neutral,the output of the contracts totals mwe,7,38,1
$YELP This goes green and so many shorts are toast!,positive,yelp this goes green and so many shorts are toast,10,49,2
"The new Kroksberg railway tunnel will be built on a new section of track between Harnosand and Veda , forming part of the line that follows the coast of the Gulf of Bothnia .",neutral,the new kroksberg railway tunnel will be built on a new section of track between harnosand and veda forming part of the line that follows the coast of the gulf of bothnia,32,170,1
